timestamp,generation,candidate_idx,score,base_score,final_score,model_name,system_prompt,user_prompt,system_original_prompt,system_paraphrased_prompt,user_original_prompt,user_paraphrased_prompt
2026-05-11T16:15:55.774348+00:00,2,3,0.9990749205271403,0.9999999205271403,0.9990749205271403,mmr_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:15:25.893465+00:00,2,1,0.9990749205271403,0.9999999205271403,0.9990749205271403,similarity_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:15:11.430840+00:00,2,0,0.9990749205271403,0.9999999205271403,0.9990749205271403,mmr_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:40.447615+00:00,1,2,0.9990749205271403,0.9999999205271403,0.9990749205271403,similarity_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:26.114869+00:00,1,1,0.9990749205271403,0.9999999205271403,0.9990749205271403,similarity_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:24.409475+00:00,1,0,0.9990749205271403,0.9999999205271403,0.9990749205271403,mmr_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:22.722317+00:00,0,3,0.9990749205271403,0.9999999205271403,0.9990749205271403,similarity_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:20.717432+00:00,0,2,0.9990749205271403,0.9999999205271403,0.9990749205271403,mmr_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:19.152896+00:00,0,1,0.9990749205271403,0.9999999205271403,0.9990749205271403,similarity_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:14:17.540703+00:00,0,0,0.9990749205271403,0.9999999205271403,0.9990749205271403,mmr_k2,Answer only from retrieved context. Reply with the breed name only.,{input},Answer only from retrieved context. Reply with the breed name only.,Answer only from retrieved context. Reply with the breed name only.,{input},{input}
2026-05-11T16:15:41.380317+00:00,2,2,0.9411220653216044,0.9420220653216044,0.9411220653216044,similarity_k2,You are a RAG QA assistant. Give the shortest correct breed name.,{input},You are a RAG QA assistant. Give the shortest correct breed name.,You are a RAG QA assistant. Give the shortest correct breed name.,{input},{input}
2026-05-11T16:14:55.750865+00:00,1,3,0.9399496916294098,0.9408496916294098,0.9399496916294098,similarity_k2,You are a RAG QA assistant. Give the shortest correct breed name.,{input},You are a RAG QA assistant. Give the shortest correct breed name.,You are a RAG QA assistant. Give the shortest correct breed name.,{input},{input}
